,Gene,log2FoldChange,pvalue,padj
3986,ABTB2,-0.2892,0.3515,0.9994
3987,CAT,0.1328,0.6572,0.9994
3988,EHF,-0.2661,0.4936,0.9994
3989,APIP,0.1612,0.5224,0.9994
3990,PDHX,0.0512,0.8121,0.9994
3991,CD44,0.254,0.5132,0.9994
3992,SLC1A2,-0.1939,0.4476,0.9994
3993,PAMR1,-0.4475,0.2372,0.9994
3994,FJX1,0.1891,0.569,0.9994
3995,TRIM44,0.04848,0.5682,0.9994
3996,LDLRAD3,-0.1294,0.5041,0.9994
3997,COMMD9,0.1258,0.6037,0.9994
3998,PRR5L,0.07445,0.8247,0.9994
3999,TRAF6,-0.06827,0.8132,0.9994
4000,RAG1,-0.1849,0.5998,0.9994
4001,RAG2,0.4597,0.2411,0.9994
4002,C11orf74,-0.03238,0.8106,0.9994
4003,HNRNPKP3,-0.1488,0.7043,0.9994
4004,API5,0.1492,0.2719,0.9994
4005,TTC17,-0.1343,0.5732,0.9994
4006,HSD17B12,-0.1262,0.4133,0.9994
4007,ALKBH3,-0.2852,0.172,0.9994
4008,LOC729799,-0.1353,0.5036,0.9994
4009,LOC100507300,-0.08562,0.8252,0.9994
4010,C11orf96,0.1991,0.575,0.9994
4011,CD82,0.3213,0.2695,0.9994
4012,TSPAN18,0.2014,0.3996,0.9994
4013,TP53I11,0.08347,0.727,0.9994
4014,PRDM11,-0.2396,0.4568,0.9994
4015,SYT13,0.2207,0.4861,0.9994
4016,CHST1,0.3444,0.2795,0.9994
4017,DKFZp779M0652,0.06376,0.8678,0.9994
4018,SLC35C1,0.04458,0.8411,0.9994
4019,CRY2,0.1372,0.6213,0.9994
4020,MAPK8IP1,0.2208,0.2123,0.9994
4021,PEX16,0.2274,0.1219,0.9994
4022,PHF21A,-0.01871,0.9414,0.9994
4023,DGKZ,0.02066,0.899,0.9994
4024,CHRM4,0.2942,0.379,0.9994
4025,AMBRA1,0.03963,0.8284,0.9994
4026,HARBI1,0.3006,0.1547,0.9994
4027,ATG13,0.1963,0.1796,0.9994
4028,ARHGAP1,0.1608,0.4048,0.9994
4029,ZNF408,0.2085,0.1347,0.9994
4030,CKAP5,-0.1409,0.4379,0.9994
4031,LOC100507401,0.0902,0.7846,0.9994
4032,C11orf49,-0.03054,0.8888,0.9994
4033,ARFGAP2,0.07651,0.6998,0.9994
4034,DDB2,-0.01992,0.9495,0.9994
4035,ACP2,0.05158,0.8657,0.9994
4036,NR1H3,0.2626,0.3465,0.9994
4037,MADD,0.2677,0.1491,0.9994
4038,PSMC3,0.05504,0.8112,0.9994
4039,CELF1,0.1112,0.6513,0.9994
4040,PTPMT1,-0.07569,0.752,0.9994
4041,KBTBD4,0.2353,0.3104,0.9994
4042,NDUFS3,-0.002175,0.9908,0.9994
4043,C1QTNF4,0.1708,0.6106,0.9994
4044,MTCH2,0.0755,0.8079,0.9994
4045,AGBL2,0.3314,0.398,0.9994
4046,FNBP4,-0.2667,0.4563,0.9994
4047,NUP160,0.0156,0.9324,0.9994
4048,PTPRJ,-0.2009,0.1346,0.9994
4049,LRRC55,0.1489,0.6309,0.9994
4050,TNKS1BP1,-0.08966,0.7147,0.9994
4051,SSRP1,-0.1356,0.4566,0.9994
4052,P2RX3,-0.128,0.7394,0.9994
4053,SLC43A3,-0.3729,0.3126,0.9994
4054,RTN4RL2,-0.1968,0.6145,0.9994
4055,TIMM10,0.1402,0.4622,0.9994
4056,SMTNL1,0.1294,0.7415,0.9994
4057,UBE2L6,0.06444,0.4635,0.9994
4058,CLP1,0.1367,0.5277,0.9994
4059,ZDHHC5,-0.06576,0.7406,0.9994
4060,MED19,0.248,0.1568,0.9994
4061,TMX2,0.1988,0.2814,0.9994
4062,C11orf31,-0.0466,0.8184,0.9994
4063,BTBD18,0.06481,0.8482,0.9994
4064,CTNND1,0.04461,0.8659,0.9994
4065,LPXN,-0.3327,0.1897,0.9994
4066,ZFP91,0.007016,0.9503,0.9994
4067,GLYATL2,0.1496,0.6413,0.9994
4068,GLYATL1,0.02389,0.9507,0.9994
4069,LOC283194,0.1871,0.631,0.9994
4070,FAM111B,-0.1254,0.7454,0.9994
4071,FAM111A,-0.4495,0.1112,0.9994
4072,DTX4,0.2517,0.2995,0.9994
4073,OSBP,0.1245,0.6321,0.9994
4074,PATL1,-0.2207,0.1976,0.9994
4075,STX3,-0.3039,0.3582,0.9994
4076,MRPL16,0.02163,0.9434,0.9994
4077,MS4A6A,-0.0111,0.9656,0.9994
4078,MS4A8B,0.5462,0.1638,0.9994
4079,CCDC86,-0.08869,0.7502,0.9994
4080,PRPF19,0.05668,0.7419,0.9994
4081,TMEM109,-0.4905,0.1705,0.9994
4082,TMEM132A,0.1182,0.5919,0.9994
4083,CD6,-0.2174,0.5758,0.9994
4084,CD5,-0.1226,0.723,0.9994
4085,VPS37C,-0.2021,0.267,0.9994
4086,PGA5,-0.08898,0.8134,0.9994
4087,VWCE,-0.3953,0.2254,0.9994
4088,TMEM138,-0.05076,0.6632,0.9994
4089,TMEM216,0.09316,0.6362,0.9994
4090,CPSF7,0.07115,0.6908,0.9994
4091,SDHAF2,0.1615,0.5128,0.9994
4092,PPP1R32,0.1936,0.5781,0.9994
4093,LRRC10B,0.5248,0.1586,0.9994
4094,SYT7,0.4953,0.1637,0.9994
4095,DAGLA,0.3218,0.2349,0.9994
4096,C11orf10,-0.1344,0.4923,0.9994
4097,FEN1,0.08652,0.8041,0.9994
4098,FADS1,0.0162,0.9186,0.9994
4099,FADS2,-0.02194,0.8498,0.9994
4100,FADS3,-0.09266,0.7761,0.9994
4101,BEST1,0.03812,0.909,0.9994
4102,FTH1,-0.1866,0.3962,0.9994
4103,ASRGL1,0.1015,0.6626,0.9994
4104,SCGB1A1,0.2096,0.578,0.9994
4105,EEF1G,-0.3382,0.1708,0.9994
4106,TUT1,0.1103,0.7175,0.9994
4107,MTA2,0.06404,0.6866,0.9994
4108,EML3,-0.4251,0.1397,0.9994
4109,ROM1,0.08592,0.7524,0.9994
4110,B3GAT3,-0.04036,0.858,0.9994
4111,INTS5,0.1373,0.6582,0.9994
4112,C11orf48,0.07577,0.719,0.9994
4113,METTL12,0.1888,0.4433,0.9994
4114,SNORA57,-0.3129,0.4166,0.9994
4115,C11orf83,0.08006,0.6377,0.9994
4116,UBXN1,-0.1379,0.5961,0.9994
4117,BSCL2,0.2248,0.1745,0.9994
4118,GNG3,0.3433,0.3067,0.9994
4119,HNRNPUL2,0.1274,0.1965,0.9994
4120,TTC9C,-0.06408,0.791,0.9994
4121,ZBTB3,0.03148,0.8567,0.9994
4122,POLR2G,-0.0123,0.9442,0.9994
4123,TAF6L,0.03725,0.8977,0.9994
4124,TMEM179B,-0.08979,0.7522,0.9994
4125,TMEM223,0.1698,0.5852,0.9994
4126,NXF1,0.01095,0.9441,0.9994
4127,STX5,0.06895,0.7344,0.9994
4128,WDR74,-0.04141,0.8796,0.9994
4129,SNORD22,-0.2726,0.4871,0.9994
4130,SNORD31,-0.09792,0.8022,0.9994
4131,SNORD29,-0.3248,0.4017,0.9994
4132,SNORD26,-0.1387,0.7034,0.9994
4133,SLC22A6,0.159,0.6671,0.9994
4134,HRASLS5,-0.3517,0.3637,0.9994
4135,RARRES3,-0.1748,0.6546,0.9994
4136,HRASLS2,0.3557,0.3579,0.9994
4137,PLA2G16,-0.08845,0.7751,0.9994
4138,RTN3,0.1735,0.2872,0.9994
4139,C11orf95,0.1237,0.5105,0.9994
4140,MARK2,0.02565,0.8298,0.9994
4141,RCOR2,0.1445,0.552,0.9994
4142,NAA40,0.03416,0.8625,0.9994
4143,COX8A,-0.05937,0.7044,0.9994
4144,OTUB1,-0.09582,0.6068,0.9994
4145,MACROD1,-0.1938,0.1783,0.9994
4146,FLRT1,0.4074,0.2346,0.9994
4147,STIP1,-0.08447,0.7561,0.9994
4148,FERMT3,0.1069,0.7373,0.9994
4149,TRPT1,-0.03946,0.861,0.9994
4150,NUDT22,-0.0988,0.7535,0.9994
4151,DNAJC4,-0.1902,0.4442,0.9994
4152,VEGFB,-0.1855,0.2857,0.9994
4153,FKBP2,0.1806,0.2013,0.9994
4154,PPP1R14B,0.04846,0.7804,0.9994
4155,PLCB3,-0.2288,0.161,0.9994
4156,BAD,-0.03051,0.8798,0.9994
4157,GPR137,0.08971,0.41,0.9994
4158,KCNK4,0.3241,0.3834,0.9994
4159,C11orf20,0.3824,0.3265,0.9994
4160,ESRRA,0.02064,0.9362,0.9994
4161,TRMT112,-0.1196,0.6092,0.9994
4162,PRDX5,0.07006,0.593,0.9994
4163,RPS6KA4,-0.2732,0.3326,0.9994
4164,SLC22A11,0.2821,0.45,0.9994
4165,NRXN2,0.4051,0.1527,0.9994
4166,RASGRP2,0.473,0.1517,0.9994
4167,PYGM,0.1251,0.7306,0.9994
4168,SF1,-0.01605,0.9071,0.9994
4169,MAP4K2,-0.04729,0.7538,0.9994
4170,MEN1,0.05413,0.5438,0.9994
4171,CDC42BPG,-0.05578,0.8112,0.9994
4172,EHD1,0.105,0.3473,0.9994
4173,PPP2R5B,0.287,0.3241,0.9994
4174,BATF2,0.1833,0.5975,0.9994
4175,ARL2,-0.01369,0.9457,0.9994
4176,SAC3D1,0.09061,0.5089,0.9994
4177,NAALADL1,-0.3172,0.415,0.9994
4178,CDCA5,-0.3592,0.2519,0.9994
4179,ZFPL1,-0.03001,0.9158,0.9994
4180,C11orf2,-0.1371,0.5576,0.9994
4181,TM7SF2,0.03012,0.9191,0.9994
4182,ZNHIT2,0.2413,0.267,0.9994
4183,FAU,-0.192,0.456,0.9994
4184,MRPL49,0.1534,0.3162,0.9994
4185,SYVN1,0.02177,0.9261,0.9994
4186,CAPN1,-0.09788,0.6268,0.9994
4187,SLC22A20,0.02286,0.9461,0.9994
4188,POLA2,-0.1242,0.6883,0.9994
4189,CDC42EP2,0.04054,0.9048,0.9994
4190,DPF2,-0.03034,0.9136,0.9994
4191,FRMD8,-0.2745,0.4241,0.9994
4192,MALAT1,-0.1783,0.6492,0.9994
4193,SSSCA1,0.1213,0.6281,0.9994
4194,FAM89B,0.1549,0.3314,0.9994
4195,EHBP1L1,-0.2971,0.3893,0.9994
4196,KCNK7,0.4672,0.2271,0.9994
4197,MAP3K11,0.09867,0.6181,0.9994
4198,PCNXL3,0.09206,0.438,0.9994
4199,SIPA1,-0.00587,0.9716,0.9994
4200,MIR4489,0.1401,0.7052,0.9994
4201,RELA,-0.03951,0.8301,0.9994
4202,KAT5,0.05772,0.7489,0.9994
4203,RNASEH2C,-0.04252,0.8156,0.9994
4204,AP5B1,0.00906,0.9713,0.9994
4205,OVOL1,0.08812,0.8222,0.9994
4206,SNX32,0.09898,0.771,0.9994
4207,CFL1,-0.05823,0.5893,0.9994
4208,MUS81,0.1732,0.3534,0.9994
4209,CTSW,0.3117,0.4261,0.9994
4210,FIBP,-0.02103,0.93,0.9994
4211,CCDC85B,-0.1192,0.6353,0.9994
4212,FOSL1,-0.269,0.4895,0.9994
4213,C11orf68,0.04471,0.7795,0.9994
4214,DRAP1,-0.04883,0.703,0.9994
4215,TSGA10IP,0.05685,0.8837,0.9994
4216,EIF1AD,0.1205,0.5326,0.9994
4217,BANF1,-0.07054,0.7004,0.9994
4218,SF3B2,-0.03942,0.8488,0.9994
4219,PACS1,-0.01695,0.9423,0.9994
4220,KLC2,0.316,0.2324,0.9994
4221,RAB1B,-0.134,0.2556,0.9994
4222,YIF1A,0.09942,0.6484,0.9994
4223,BRMS1,0.001928,0.9907,0.9994
4224,B3GNT1,0.1762,0.2484,0.9994
4225,SLC29A2,-0.1697,0.3004,0.9994
4226,MRPL11,-0.1214,0.6302,0.9994
4227,PELI3,0.2021,0.343,0.9994
4228,DPP3,-0.1616,0.4464,0.9994
4229,BBS1,0.02363,0.9094,0.9994
4230,ZDHHC24,-0.2856,0.1704,0.9994
4231,CTSF,0.1617,0.6081,0.9994
4232,CCDC87,0.332,0.3947,0.9994
4233,CCS,-0.1211,0.5433,0.9994
4234,RBM4,-0.08285,0.7017,0.9994
4235,RBM4B,-0.0404,0.8403,0.9994
4236,SPTBN2,0.3607,0.182,0.9994
4237,C11orf80,-0.0444,0.8562,0.9994
4238,RCE1,-0.07104,0.7667,0.9994
4239,C11orf86,0.07778,0.8375,0.9994
4240,KDM2A,-0.09479,0.4706,0.9994
4241,ADRBK1,0.1478,0.5234,0.9994
4242,ANKRD13D,0.1019,0.6992,0.9994
4243,SSH3,-0.3858,0.1306,0.9994
4244,LOC100130987,0.2396,0.3239,0.9994
4245,CLCF1,0.03212,0.887,0.9994
4246,RAD9A,0.1167,0.5108,0.9994
4247,PPP1CA,0.03996,0.8839,0.9994
4248,TBC1D10C,0.2313,0.548,0.9994
4249,CARNS1,-0.0752,0.8164,0.9994
4250,RPS6KB2,-0.09869,0.4951,0.9994
4251,PTPRCAP,-0.4318,0.1955,0.9994
4252,CABP4,-0.1873,0.6282,0.9994
4253,TMEM134,-0.2359,0.2664,0.9994
4254,AIP,-0.2054,0.4773,0.9994
4255,PITPNM1,0.1061,0.6197,0.9994
4256,NDUFV1,-0.002277,0.9905,0.9994
4257,FAM86C2P,-0.09133,0.8027,0.9994
4258,UNC93B1,-0.03344,0.9174,0.9994
4259,ALDH3B1,0.1698,0.6507,0.9994
4260,NDUFS8,-0.009606,0.957,0.9994
4261,MIR4691,-0.2478,0.5229,0.9994
4262,TCIRG1,-0.528,0.1769,0.9994
4263,CHKA,0.1777,0.5378,0.9994
4264,SUV420H1,0.06637,0.7145,0.9994
4265,C11orf24,-0.03506,0.895,0.9994
4266,LRP5,-0.09935,0.5265,0.9994
4267,PPP6R3,0.0271,0.8837,0.9994
4268,GAL,-0.3734,0.2798,0.9994
4269,MTL5,0.08374,0.7949,0.9994
4270,MRPL21,0.2597,0.3269,0.9994
4271,IGHMBP2,0.06462,0.7869,0.9994
4272,TPCN2,-0.2556,0.3897,0.9994
4273,MYEOV,-0.02026,0.9536,0.9994
4274,ORAOV1,0.06591,0.5957,0.9994
4275,FGF19,-0.583,0.1343,0.9994
4276,FADD,0.06807,0.7907,0.9994
4277,PPFIA1,-0.1197,0.3276,0.9994
4278,CTTN,-0.06571,0.6743,0.9994
4279,KRTAP5-10,0.1725,0.6566,0.9994
4280,FAM86C1,0.0209,0.9503,0.9994
4281,LOC100133315,0.03477,0.9084,0.9994
4282,RNF121,0.03556,0.7585,0.9994
4283,IL18BP,-0.1255,0.7334,0.9994
4284,NUMA1,-0.1452,0.5015,0.9994
4285,LRTOMT,0.1945,0.4977,0.9994
4286,LAMTOR1,0.02418,0.9133,0.9994
4287,C11orf51,0.003046,0.9865,0.9994
4288,FOLR1,0.1368,0.7271,0.9994
4289,ARAP1,-0.4479,0.126,0.9994
4290,STARD10,-0.1817,0.5817,0.9994
4291,ATG16L2,-0.3062,0.3903,0.9994
4292,FCHSD2,0.1216,0.6128,0.9994
4293,P2RY6,-0.4446,0.2303,0.9994
4294,RELT,-0.2133,0.4459,0.9994
4295,FAM168A,0.1933,0.2386,0.9994
4296,PLEKHB1,0.03982,0.9007,0.9994
4297,RAB6A,0.07371,0.6224,0.9994
4298,MRPL48,-0.2229,0.4038,0.9994
4299,CHCHD8,0.07039,0.7226,0.9994
4300,PAAF1,0.007869,0.9606,0.9994
4301,DNAJB13,0.5012,0.1843,0.9994
4302,UCP2,-0.4652,0.1442,0.9994
4303,UCP3,-0.04192,0.8792,0.9994
4304,C2CD3,0.1505,0.3213,0.9994
4305,PPME1,0.09583,0.583,0.9994
4306,PGM2L1,0.2213,0.4754,0.9994
4307,LIPT2,-0.04441,0.906,0.9994
4308,POLD3,-0.04233,0.8824,0.9994
4309,CHRDL2,0.09601,0.8043,0.9994
4310,RNF169,-0.1666,0.5597,0.9994
4311,XRRA1,-0.2716,0.4365,0.9994
4312,SPCS2,0.06961,0.6619,0.9994
4313,NEU3,-0.1543,0.5756,0.9994
4314,LOC100507050,0.2451,0.4225,0.9994
4315,ARRB1,0.2166,0.4529,0.9994
4316,RPS3,-0.4164,0.1396,0.9994
4317,SNORD15B,-0.1216,0.7439,0.9994
4318,GDPD5,0.232,0.484,0.9994
4319,MAP6,0.1024,0.7246,0.9994
4320,DGAT2,-0.01089,0.9763,0.9994
4321,UVRAG,-0.05394,0.7986,0.9994
4322,PRKRIR,0.02964,0.8912,0.9994
4323,C11orf30,0.08051,0.5715,0.9994
4324,TSKU,-0.3846,0.2944,0.9994
4325,ACER3,-0.1329,0.513,0.9994
4326,CAPN5,-0.1492,0.5601,0.9994
4327,MYO7A,0.09024,0.8127,0.9994
4328,PAK1,-0.01117,0.9716,0.9994
4329,AQP11,0.1676,0.4827,0.9994
4330,CLNS1A,-0.1422,0.3644,0.9994
4331,RSF1,-0.07371,0.7299,0.9994
4332,C11orf67,-0.2839,0.2968,0.9994
4333,INTS4,-0.1261,0.6322,0.9994
4334,THRSP,0.3731,0.3112,0.9994
4335,NDUFC2,0.1229,0.605,0.9994
4336,ALG8,-0.0655,0.7925,0.9994
4337,KCTD21,0.126,0.6611,0.9994
4338,GAB2,-0.07026,0.8517,0.9994
4339,NARS2,0.2793,0.209,0.9994
4340,ODZ4,-0.08203,0.6484,0.9994
4341,PRCP,-0.1375,0.5277,0.9994
4342,C11orf82,-0.1636,0.6426,0.9994
4343,RAB30,0.0134,0.97,0.9994
4344,LOC100506233,0.3033,0.147,0.9994
4345,PCF11,0.05377,0.6104,0.9994
4346,ANKRD42,0.05358,0.8483,0.9994
4347,CCDC90B,0.2204,0.2651,0.9994
4348,TMEM126B,-0.1864,0.3067,0.9994
4349,TMEM126A,-0.05257,0.8352,0.9994
4350,CREBZF,-0.06849,0.8503,0.9994
4351,CCDC89,-0.07478,0.8351,0.9994
4352,SYTL2,0.02151,0.9542,0.9994
4353,PICALM,-0.0647,0.6172,0.9994
4354,EED,0.1795,0.4391,0.9994
4355,C11orf73,-0.03854,0.8494,0.9994
4356,CCDC81,0.1369,0.6828,0.9994
4357,ME3,-0.327,0.3823,0.9994
4358,LOC100506368,0.1662,0.6665,0.9994
4359,TMEM135,-0.3062,0.2292,0.9994
4360,RAB38,-0.2558,0.513,0.9994
4361,NAALAD2,-0.0373,0.9116,0.9994
4362,CHORDC1,-0.1283,0.6889,0.9994
4363,FAT3,0.2038,0.4144,0.9994
4364,MTNR1B,0.2237,0.5684,0.9994
4365,SLC36A4,0.09313,0.5592,0.9994
4366,CCDC67,-0.3146,0.4145,0.9994
4367,C11orf75,-0.1873,0.5554,0.9994
4368,KIAA1731,-0.1542,0.3948,0.9994
4369,SCARNA9,-0.05934,0.8797,0.9994
4370,SNORA32,-0.02032,0.9578,0.9994
4371,SNORA1,-0.2419,0.4436,0.9994
4372,SNORA18,-0.1638,0.6741,0.9994
4373,SNORA40,-0.2642,0.4976,0.9994
4374,TAF1D,-0.3161,0.4068,0.9994
4375,C11orf54,-0.03863,0.8815,0.9994
4376,MED17,0.01728,0.9447,0.9994
4377,VSTM5,0.2131,0.5822,0.9994
4378,PANX1,0.3055,0.226,0.9994
4379,MRE11A,-0.2785,0.1554,0.9994
4380,ANKRD49,0.06954,0.6847,0.9994
4381,LOC643037,0.36,0.2991,0.9994
4382,FUT4,-0.04672,0.8851,0.9994
4383,PIWIL4,-0.5731,0.1415,0.9994
4384,AMOTL1,-0.1647,0.3387,0.9994
4385,CWC15,-0.05847,0.7591,0.9994
4386,KDM4D,0.2532,0.3466,0.9994
4387,SRSF8,0.0634,0.6875,0.9994
4388,SESN3,-0.08749,0.5247,0.9994
4389,FAM76B,0.02505,0.9212,0.9994
4390,MAML2,-0.04128,0.8446,0.9994
4391,JRKL,-0.05307,0.8311,0.9994
4392,CNTN5,0.2822,0.2282,0.9994
4393,ARHGAP42,-0.1564,0.5995,0.9994
4394,TMEM133,-0.1756,0.6177,0.9994
4395,TRPC6,-0.5265,0.1725,0.9994
4396,KIAA1377,0.09864,0.7466,0.9994
4397,C11orf70,0.2986,0.4409,0.9994
4398,YAP1,-0.1249,0.6492,0.9994
4399,BIRC3,-0.2972,0.4385,0.9994
4400,BIRC2,0.03408,0.7786,0.9994
4401,TMEM123,-0.2265,0.2943,0.9994
4402,MMP1,-0.2333,0.5513,0.9994
4403,DCUN1D5,0.1541,0.3157,0.9994
4404,DYNC2H1,-0.1875,0.5503,0.9994
4405,PDGFD,0.2817,0.32,0.9994
4406,GRIA4,0.06843,0.8327,0.9994
4407,AASDHPPT,0.2491,0.1804,0.9994
4408,GUCY1A2,-0.005105,0.9882,0.9994
4409,CWF19L2,-0.1558,0.5436,0.9994
4410,ALKBH8,-0.04012,0.8111,0.9994
4411,ELMOD1,0.4057,0.2062,0.9994
4412,LOC643923,0.3014,0.442,0.9994
4413,SLC35F2,-0.01213,0.9579,0.9994
4414,RAB39A,-0.02914,0.9366,0.9994
4415,CUL5,0.1087,0.4506,0.9994
4416,ACAT1,-0.08608,0.7869,0.9994
4417,NPAT,0.1295,0.4307,0.9994
4418,ATM,-0.1609,0.4077,0.9994
4419,C11orf65,0.4931,0.1706,0.9994
4420,DDX10,-0.07898,0.6537,0.9994
4421,C11orf87,0.00989,0.9741,0.9994
4422,ZC3H12C,0.128,0.5493,0.9994
4423,RDX,-0.2396,0.3163,0.9994
4424,FDX1,0.005941,0.9847,0.9994
4425,ARHGAP20,0.04388,0.8887,0.9994
4426,C11orf92,-0.4058,0.2887,0.9994
4427,C11orf93,0.1097,0.7759,0.9994
4428,C11orf88,0.3125,0.4101,0.9994
4429,SIK2,0.1376,0.4461,0.9994
4430,PPP2R1B,-0.09565,0.6427,0.9994
4431,ALG9,0.0345,0.8487,0.9994
4432,FDXACB1,0.4369,0.1211,0.9994
4433,C11orf1,-0.08211,0.7695,0.9994
4434,HSPB2,-0.1394,0.7193,0.9994
4435,DIXDC1,0.1338,0.3473,0.9994
4436,DLAT,0.1587,0.5391,0.9994
4437,PIH1D2,0.1665,0.663,0.9994
4438,C11orf57,0.017,0.9448,0.9994
4439,TIMM8B,0.078,0.6943,0.9994
4440,SDHD,-0.005932,0.9767,0.9994
4441,BCO2,0.0645,0.8549,0.9994
4442,PTS,0.2116,0.1863,0.9994
4443,NCAM1,0.0745,0.7995,0.9994
4444,LOC100288346,0.1361,0.7086,0.9994
4445,TTC12,0.04984,0.8958,0.9994
4446,ANKK1,-0.2384,0.5347,0.9994
4447,DRD2,-0.4285,0.245,0.9994
4448,TMPRSS5,-0.2794,0.344,0.9994
4449,ZW10,-0.07936,0.7046,0.9994
4450,USP28,-0.2372,0.2863,0.9994
4451,HTR3A,-0.05696,0.8794,0.9994
4452,ZBTB16,-0.03682,0.9236,0.9994
4453,C11orf71,0.2682,0.1389,0.9994
4454,RBM7,-0.1462,0.303,0.9994
4455,REXO2,-0.429,0.1343,0.9994
4456,CADM1,-0.255,0.1251,0.9994
4457,LOC283143,0.009232,0.9804,0.9994
4458,BUD13,-0.06508,0.7468,0.9994
4459,ZNF259,-0.09416,0.6286,0.9994
4460,APOA1,0.1315,0.737,0.9994
4461,SIK3,0.05304,0.6374,0.9994
4462,PAFAH1B2,0.1606,0.2738,0.9994
4463,SIDT2,-0.04153,0.8021,0.9994
4464,LOC100652768,0.1699,0.63,0.9994
4465,PCSK7,0.01846,0.9275,0.9994
4466,RNF214,-0.121,0.6415,0.9994
4467,BACE1,-0.06062,0.6438,0.9994
4468,BACE1-AS,0.02243,0.9365,0.9994
4469,CEP164,-0.1373,0.5423,0.9994
4470,FXYD6,-0.01369,0.9397,0.9994
4471,TMPRSS13,-0.5344,0.1731,0.9994
4472,IL10RA,0.2456,0.5049,0.9994
4473,SCN4B,-0.3744,0.3393,0.9994
4474,SCN2B,-0.3112,0.4245,0.9994
4475,MPZL3,-0.1031,0.7824,0.9994
4476,MPZL2,-0.061,0.8663,0.9994
4477,UBE4A,0.03913,0.8322,0.9994
4478,ATP5L,-0.1468,0.4921,0.9994
4479,MLL,0.1056,0.7412,0.9994
4480,TTC36,0.3231,0.2427,0.9994
4481,TMEM25,0.02946,0.8531,0.9994
4482,IFT46,0.2197,0.4054,0.9994
4483,ARCN1,-0.09989,0.5964,0.9994
4484,PHLDB1,-0.01841,0.9166,0.9994
4485,TREH,-0.03106,0.9326,0.9994
4486,DDX6,0.05078,0.6432,0.9994
4487,UPK2,-0.4823,0.1695,0.9994
4488,CCDC84,-0.09434,0.7207,0.9994
4489,RPL23AP64,-0.3183,0.4015,0.9994
4490,RPS25,-0.2808,0.3451,0.9994
4491,TRAPPC4,0.2489,0.2567,0.9994
4492,SLC37A4,-0.225,0.368,0.9994
4493,HYOU1,-0.2065,0.3992,0.9994
4494,VPS11,-0.08667,0.4283,0.9994
4495,HMBS,-0.01725,0.9475,0.9994
4496,H2AFX,-0.2567,0.303,0.9994
4497,DPAGT1,0.106,0.5157,0.9994
4498,C2CD2L,0.2275,0.4943,0.9994
4499,HINFP,0.1137,0.668,0.9994
4500,ABCG4,0.4216,0.2401,0.9994
4501,NLRX1,0.09641,0.7425,0.9994
4502,CCDC153,0.3149,0.3717,0.9994
4503,CBL,-0.06039,0.7931,0.9994
4504,MCAM,0.503,0.1462,0.9994
4505,RNF26,-0.1177,0.2114,0.9994
4506,USP2,0.2265,0.4543,0.9994
4507,LOC100499227,0.3821,0.2954,0.9994
4508,THY1,-0.3293,0.3763,0.9994
4509,PVRL1,0.357,0.1617,0.9994
4510,TRIM29,0.09634,0.8048,0.9994
4511,TMEM136,-0.1916,0.4032,0.9994
4512,ARHGEF12,0.1751,0.276,0.9994
4513,GRIK4,0.2084,0.4392,0.9994
4514,TBCEL,0.009175,0.9318,0.9994
4515,TECTA,0.1699,0.3273,0.9994
4516,SC5DL,-0.1317,0.6248,0.9994
4517,SORL1,0.2524,0.4737,0.9994
4518,MIR100HG,0.09028,0.7583,0.9994
4519,MIR125B1,0.05822,0.8722,0.9994
4520,UBASH3B,0.414,0.187,0.9994
4521,C11orf63,0.1177,0.7406,0.9994
4522,LOC341056,-0.09427,0.6512,0.9994
4523,HSPA8,-0.07239,0.7603,0.9994
4524,CLMP,-0.09434,0.7919,0.9994
4525,GRAMD1B,0.1895,0.4966,0.9994
4526,SCN3B,0.3511,0.2866,0.9994
4527,ZNF202,0.1094,0.4386,0.9994
4528,VWA5A,0.06468,0.8089,0.9994
4529,TBRG1,0.09922,0.3328,0.9994
4530,SIAE,-0.127,0.616,0.9994
4531,SPA17,0.1067,0.7748,0.9994
4532,ESAM,-0.3978,0.3014,0.9994
4533,C11orf61,-0.1307,0.344,0.9994
4534,ROBO4,-0.1646,0.6656,0.9994
4535,HEPACAM,0.3436,0.3725,0.9994
4536,CCDC15,0.07595,0.7565,0.9994
4537,SLC37A2,0.112,0.7689,0.9994
4538,TMEM218,0.1141,0.7298,0.9994
4539,FEZ1,0.2556,0.2454,0.9994
4540,EI24,-0.1468,0.316,0.9994
4541,STT3A,-0.3073,0.188,0.9994
4542,CHEK1,-0.1344,0.6351,0.9994
4543,ACRV1,-0.1012,0.7958,0.9994
4544,HYLS1,0.3905,0.2178,0.9994
4545,PUS3,-0.03861,0.7721,0.9994
4546,DDX25,0.3368,0.2453,0.9994
4547,CDON,-0.4438,0.1464,0.9994
4548,RPUSD4,-0.2808,0.3071,0.9994
4549,SRPR,-0.0445,0.855,0.9994
4550,TIRAP,-0.006102,0.9799,0.9994
4551,DCPS,-0.09532,0.6358,0.9994
4552,ST3GAL4,-0.1807,0.3352,0.9994
4553,KIRREL3-AS3,-0.2264,0.5494,0.9994
4554,KCNJ5,-0.3,0.3578,0.9994
4555,C11orf45,0.113,0.734,0.9994
4556,TP53AIP1,0.4997,0.119,0.9994
4557,ARHGAP32,0.1412,0.5683,0.9994
4558,TMEM45B,-0.3038,0.4291,0.9994
4559,NFRKB,-0.06889,0.6856,0.9994
